category,id,date,location,total_sale,nooflots,lot,title,descr,measures,empty,estimated,realized
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 13,AN ATTIC RED-FIGURED TALL-BOY LEKYTHOS,"ATTRIBUTED TO THE PAINTER OF BOLOGNA 228, CIRCA 470-460 B.C.",10 7/8 in. (27.8 cm.) high,,"estimate £20,000 - £30,000($30,480 - $45,720) ","price realized £32,500  ($49,140)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 14,AN ATTIC RED-FIGURED KYLIX,"ATTRIBUTED TO THE EUAION PAINTER, CIRCA 450-440 B.C.",17 ¾ in. (45 cm.) diam. inc. handles,,"estimate £40,000 - £60,000($60,960 - $91,440) ","price realized £50,000  ($75,600)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 15,AN ATTIC RED-FIGURED PELIKE,"POSSIBLY BY THE KLEOPHON PAINTER, CIRCA 450-420 B.C.",12 ¼ in. (31.2 cm.) high,,"estimate £10,000 - £15,000($15,240 - $22,860) ","price realized £21,250  ($32,130)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 17,AN ATTIC RED-FIGURED LEKYTHOS,"ATTRIBUTED TO THE ACHILLES PAINTER, CIRCA 460-440 B.C.",13 5/8 in. (35.1 cm.) high,,"estimate £7,000 - £10,000($10,668 - $15,240) ","price realized £17,500  ($26,460)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 18,AN ATTIC RED-FIGURED CHOUS,CIRCA 450-430 B.C.,4 5/8 in. (11.8 cm.) high,,"estimate £4,000 - £6,000($6,096 - $9,144) ","price realized £11,250  ($17,010)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 19,AN ATTIC WHITE-GROUND LEKYTHOS,"ATTRIBUTED TO THE BIRD PAINTER, CIRCA 450-420 B.C.",12 7/8 in. (32.8 cm.) high,,"estimate £8,000 - £12,000($12,192 - $18,288) ","price realized £18,750  ($28,350)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 20,AN ATTIC WHITE-GROUND MASTOID CUP,"ATTRIBUTED TO THE HAIMON GROUP, CIRCA EARLY 5TH CENTURY B.C.",3 ¼ in. (8.2 cm.) high,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £11,250  ($17,010)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 22,AN ATTIC POTTERY FIGURAL ASKOS,CIRCA 440-430 B.C.,4 ¼ in. (11.4 cm.) long,,"estimate £3,500 - £4,500($5,334 - $6,858) ","price realized £4,375  ($6,615)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 23,A SICILIAN POTTERY FIGURAL ASKOS,"ATTRIBUTED TO THE RANDAZZO GROUP, CIRCA 450-410 B.C.",4 3/8 in. (12 cm.) long ,,"estimate £6,000 - £8,000($9,144 - $12,192) ","price realized £7,500  ($11,340)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 24,AN ATTIC RED-FIGURED ASKOS,CIRCA LATE 5TH CENTURY B.C.,4 in. (10.3 cm.) long,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £5,000  ($7,560)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 25,AN ATTIC POTTERY AMPHORISKOS,CIRCA LATE 5TH CENTURY B.C.,5 ½ in. (14 cm.) long,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £6,875  ($10,395)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 26,A SICILIAN RED-FIGURED LEKANIS,"ATTRIBUTED TO THE LENTINI-MANFRIA GROUP, CIRCA 310-300 B.C.",7 7/8 in. (20 cm.) wide incl. handles,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £5,250  ($7,938)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 28,AN APULIAN RED-FIGURED RHYTON,"ATTRIBUTED TO THE PAINTER OF KARLSRUHE B9, CIRCA 350 B.C.",7 7/8 in. (20 cm.) long,,"estimate £8,000 - £12,000($12,192 - $18,288) ","price realized £16,250  ($24,570)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 30,A SOUTH ITALIAN BLACK-GLAZED TORTOISE,CIRCA 4TH CENTURY B.C.,3 in. (7.5 cm.) long,,"estimate £2,500 - £3,500($3,810 - $5,334) ","price realized £3,250  ($4,914)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 32,AN ATTIC RED-FIGURED ASKOS,CIRCA 380-370 B.C.,3 7/8 in. (10 cm.) long,,"estimate £2,500 - £3,500($3,810 - $5,334) ","price realized £4,375  ($6,615)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 33,AN ATTIC RED-FIGURED ASKOS,CIRCA 380-370 B.C.,6 in. (15.2 cm.) long,,"estimate £2,500 - £3,500($3,810 - $5,334) ","price realized £5,000  ($7,560)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 34,A SOUTH ITALIAN POTTERY FIGURAL VESSEL,CIRCA LATE 4TH CENTURY B.C.,4 ¾ in. (12 cm.) high,,"estimate £6,000 - £8,000($9,144 - $12,192) ","price realized £7,500  ($11,340)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 35,AN AMLASH POTTERY BULL RHYTON,CIRCA EARLY 1ST MILLENNIUM B.C.,13 ¼ in. (33.5 cm.) high,,"estimate £7,000 - £10,000($10,668 - $15,240) ","price realized £21,250  ($32,130)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 36,A PARTHIAN POTTERY GOAT RHYTON,CIRCA LATE 1ST MILLENNIUM B.C.,8 ¼ in. (21 cm.) high,,"estimate £1,200 - £1,800($1,829 - $2,743) ","price realized £6,875  ($10,395)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 37,AN AMLASH POTTERY BULL RHYTON,CIRCA EARLY 1ST MILLENNIUM B.C.,11 7/8 in. (30 cm.) high,,"estimate £10,000 - £15,000($15,240 - $22,860) ","price realized £23,750  ($35,910)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 39,AN AMLASH POTTERY ANTHROPOMORPHIC DOUBLE-BODIED VESSEL,CIRCA 1ST MILLENNIUM B.C.,5 5/8 in. (14.5 cm.) high,,"estimate £2,500 - £3,500($3,810 - $5,334) ","price realized £6,000  ($9,072)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 40,AN AMLASH TERRACOTTA STEATOPYGOUS FIGURE,CIRCA EARLY 1ST MILLENNIUM B.C.,10 in. (25.5 cm.) high,,"estimate £1,500 - £2,000($2,286 - $3,048) ","price realized £5,000  ($7,560)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 41,AN AMLASH TERRACOTTA STEATOPYGOUS FIGURE,CIRCA EARLY 1ST MILLENNIUM B.C.,10 in. (25.8 cm.) high,,"estimate £4,000 - £6,000($6,096 - $9,144) ","price realized £62,500  ($94,500)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 42,AN AMLASH TERRACOTTA STEATOPYGOUS FIGURE,CIRCA EARLY 1ST MILLENNIUM B.C.,6 ¾ in. (17. 4 cm.) high,,"estimate £1,200 - £1,800($1,829 - $2,743) ","price realized £4,750  ($7,182)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 43,AN IRANIAN POTTERY SPOUTED VESSEL,CIRCA 1ST MILLENNIUM B.C.,10 in. (25.3 cm.) high,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £7,500  ($11,340)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 44,AN IRANIAN POTTERY BOWL,CIRCA EARLY 1ST MILLENNIUM B.C.,11 ½ in. (29.2 cm.) diam.,,"estimate £800 - £1,200($1,219 - $1,829) ","price realized £1,750  ($2,646)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 46,AM AMLASH POTTERY SPOUTED VESSEL WITH LEGS,CIRCA 6TH-5TH CENTURY B.C.,7 in. (17.7 cm.) high,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £15,000  ($22,680)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 47,AN AMLASH POTTERY BULL RHYTON,CIRCA EARLY 1ST MILLENNIUM B.C.,5 ¾ in. (14.5 cm.) long,,"estimate £1,000 - £1,500($1,524 - $2,286) ","price realized £6,000  ($9,072)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 48,AN IRANIAN POTTERY FLASK,CIRCA 1ST MILLENNIUM B.C.,11 3/8 in. (28.9 cm.) high,,"estimate £2,000 - £4,000($3,048 - $6,096) ","price realized £2,500  ($3,780)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 50,A PARTHIAN POTTERY HORSE VESSEL,CIRCA 3RD-1ST CENTURY B.C.,10 7/8 in. (27.5 cm.) long,,"estimate £1,200 - £1,800($1,829 - $2,743) ","price realized £1,500  ($2,268)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 51,AN IRANIAN POTTERY CONJOINED VESSEL,CIRCA 1ST MILLENNIUM B.C.,5 ¾ in. (14.6 cm.) high,,"estimate £1,500 - £2,500($2,286 - $3,810) ","price realized £3,250  ($4,914)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 52,AN AMLASH TERRACOTTA SEATED MALE FIGURE,CIRCA EARLY 1ST MILLENNIUM B.C.,6 in. (15.3 cm.) high,,"estimate £1,000 - £1,500($1,524 - $2,286) ","price realized £3,750  ($5,670)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 53,A CANAANITE BRONZE DEITY,"LATE BRONZE AGE, CIRCA 1400-1200 B.C.",5 ¾ in. (14.6 cm.) high,,"estimate £15,000 - £25,000($22,860 - $38,100) ","price realized £18,750  ($28,350)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 54,AN IRANIAN POTTERY JAR,CIRCA LATE 3RD-EARLY 2ND MILLENNIUM B.C.,13 in. (33 cm.) high,,"estimate £2,000 - £3,000($3,048 - $4,572) ","price realized £11,250  ($17,010)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 55,A SOUTH ARABIAN BRONZE INSCRIPTIONAL PLAQUE,CIRCA 1ST-2ND CENTURY A.D.,9 ¼ in. (23.5 cm.) high,,"estimate £20,000 - £30,000($30,480 - $45,720) ","price realized £25,000  ($37,800)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 56,A SYRIAN STEATITE LIBATION BOWL,CIRCA 8TH CENTURY B.C.,7 7/8 in. (20 cm.) long,,"estimate £15,000 - £25,000($22,860 - $38,100) ","price realized £18,750  ($28,350)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 58,AN EGYPTIAN BRONZE CAT COFFIN,"LATE PERIOD, 26TH-30TH DYNASTY, CIRCA 664-332 B.C.",8 in. (20.3 cm.) high; 15 ½ in. (39.2 cm.) long,,"estimate £20,000 - £30,000($30,480 - $45,720) ","price realized £92,500  ($139,860)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 59,AN EGYPTIAN BRONZE OSIRIS,"LATE PERIOD, 26TH-30TH DYNASTY, CIRCA 664-343 B.C.",17 5/8 in. (44.4 cm.) high,,"estimate £60,000 - £80,000($91,440 - $121,920) ","price realized £92,500  ($139,860)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 60,AN URARTIAN BRONZE PECTORAL,CIRCA LATE 8TH-7TH CENTURY B.C.,8 ¼ in. (20.8 cm.) wide,,"estimate £10,000 - £15,000($15,240 - $22,860) ","price realized £12,500  ($18,900)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 61,AN ITALIC BRONZE SPECTACLE FIBULA,CIRCA 700 B.C.,6 ¼ in. (16.1 cm.) long,,"estimate £1,500 - £2,500($2,286 - $3,810) ","price realized £1,875  ($2,835)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 62,A CYPRIOT TERRACOTTA RIDER AND TWO HORSES,CIRCA 6TH CENTURY B.C.,4 ¾ in. (12.1 cm.) high,,"estimate £2,000 - £4,000($3,048 - $6,096) ","price realized £5,000  ($7,560)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 63,A PAIR OF VILLANOVAN BRONZE FIBULAE,CIRCA LATE 8TH-7TH CENTURY B.C.,4 in. (10.2 cm.) long max.,,"estimate £3,000 - £5,000($4,572 - $7,620) ","price realized £3,500  ($5,292)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 64,A CYPRIOT PALE GREEN PICROLITE IDOL,"CHALCOLITHIC PERIOD, CIRCA 3500-2500 B.C.",2 ¾ in. (6.9 cm.) high,,"estimate £4,000 - £6,000($6,096 - $9,144) ","price realized £5,000  ($7,560)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 65,A CYPRIOT LIMESTONE MALE HEAD,CIRCA EARLY 6TH CENTURY B.C.,10½ in. (26.7 cm.) high,,"estimate £120,000 - £180,000($182,880 - $274,320) ","price realized £158,500  ($239,652)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 66,A ROMAN BRONZE LEFT HAND,CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D.,9 7/8 in. (25 cm.) long,,"estimate £15,000 - £20,000($22,860 - $30,480) ","price realized £50,000  ($75,600)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 68,A ROMAN MARBLE VENUS PUDICA,CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D.,22 5/8 in. (57.5 cm.) high,,"estimate £40,000 - £60,000($60,960 - $91,440) ","price realized £80,500  ($121,716)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 69,A MONUMENTAL ROMAN BRONZE RIGHT HAND,CIRCA 1ST-2ND CENTURY A.D.,19 5/8 (50 cm.) high,,"estimate £70,000 - £90,000($106,680 - $137,160) ","price realized £134,500  ($203,364)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 70,A ROMAN BRONZE VOTIVE HAND,CIRCA 3RD-4TH CENTURY A.D.,11 7/8 in. (30.2 cm.) high,,"estimate £4,000 - £6,000($6,096 - $9,144) ","price realized £35,000  ($52,920)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 71,A ROMAN BRONZE LEFT ARM,CIRCA 1ST CENTURY A.D.,4 in. (10 cm.) high,,"estimate £1,500 - £2,500($2,286 - $3,810) ","price realized £5,250  ($7,938)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 72,A BYZANTINE MOSAIC ROUNDEL,CIRCA 5TH-6TH CENTURY A.D.,34 ½ in. (87.5 cm.) diam.,,"estimate £12,000 - £18,000($18,288 - $27,432) ","price realized £20,000  ($30,240)"
Antiquities,Auction                10373,"1 October 2015,                    London","1 October 2015,                    London","SALE TOTAL: 2,859,375 (GBP)",133 Lotsfor Sale 10373,Lot 73,A CYCLADIC MARBLE KANDILA,"EARLY CYCLADIC I, CIRCA 3000-2900 B.C.",7 ½ in. (19 cm.) high,,"estimate £8,000 - £12,000($12,192 - $18,288) ","price realized £10,000  ($15,120)"
